judul,isi,tanggal,link
Calon perseorangan Pilkada Kepri wajib kantongi 150 ribu dukungan KTP,Komisi Pemilihan Umum Provinsi Kepulauan Riau menyatakan bakal calon perseorangan yang maju pada Pemilihan Kepala ...,25 Maret 2024,https://www.antaranews.com/berita/4027455/calon-perseorangan-pilkada-kepri-wajib-kantongi-150-ribu-dukungan-ktp
Pemkab Bombana buka program beasiswa seluruh PT di Indonesia,"Pemerintah Kabupaten (Pemkab) Bombana, Sulawesi Tenggara (Sultra), membuka kembali program beasiswa bagi mahasiswa yang ...",15 Maret 2024,https://www.antaranews.com/berita/4010946/pemkab-bombana-buka-program-beasiswa-seluruh-pt-di-indonesia
Kemenkominfo buka konsultasi publik rancangan Perdirjen PPI,Kementerian Komunikasi dan Informatika membuka konsultasi publik atas rancangan Peraturan Direktur Jenderal ...,9 Maret 2024,https://www.antaranews.com/berita/4003218/kemenkominfo-buka-konsultasi-publik-rancangan-perdirjen-ppi
DKPP pelajari hasil sidang kode etik KPU Pangkep,Dewan Kehormatan Penyelenggara Pemilu (DKPP) masih mempelajari dan mengkaji hasil sidang dugaan pelanggaran kode etik ...,9 Maret 2024,https://www.antaranews.com/berita/4002246/dkpp-pelajari-hasil-sidang-kode-etik-kpu-pangkep
Menko Polhukam: Ikuti mekanisme Bawaslu dan MK jika ingin gugat pemilu,Menteri Koordinator Bidang Politik Hukum dan Keamanan Hadi Tjahjanto meminta seluruh pihak yang ingin melaporkan ...,28 Februari 2024,https://www.antaranews.com/berita/3986370/menko-polhukam-ikuti-mekanisme-bawaslu-dan-mk-jika-ingin-gugat-pemilu
Bawaslu RI terima 1.271 laporan dugaan pelanggaran pemilu 2024,Ketua Badan Pengawas Pemilu (Bawaslu) RI Rahmat Bagja mengungkapkan bahwa lembaganya menerima 1.271 laporan dan 650 ...,27 Februari 2024,https://www.antaranews.com/berita/3985251/bawaslu-ri-terima-1271-laporan-dugaan-pelanggaran-pemilu-2024
Kemendikbudristek siapkan pelatihan guru Bahasa Inggris jenjang SD,"Direktorat Guru Pendidikan Dasar Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi (Kemendikbudristek) ...",20 Februari 2024,https://www.antaranews.com/berita/3974259/kemendikbudristek-siapkan-pelatihan-guru-bahasa-inggris-jenjang-sd
Kemenag Kota Cirebon terbitkan 1.836 sertifikat halal bantu UMKM,"Kantor Kementerian Agama (Kemenag) Kota Cirebon, Jawa Barat, menerbitkan sebanyak 1.836 sertifikat halal selama ...",16 Januari 2024,https://www.antaranews.com/berita/3918369/kemenag-kota-cirebon-terbitkan-1836-sertifikat-halal-bantu-umkm
Kemensos salurkan bantuan sosial kepada KPM di Kulon Progo,"Kementerian Sosial menyalurkan bantuan program sosial kepada keluarga penerima manfaat di Kabupaten Kulon Progo, Daerah ...",28 November 2023,https://www.antaranews.com/berita/3844737/kemensos-salurkan-bantuan-sosial-kepada-kpm-di-kulon-progo
"Rabu, Presiden lantik Jenderal Agus Subiyanto sebagai Panglima TNI","Presiden Joko Widodo dijadwalkan melantik Jenderal TNI Agus Subiyanto sebagai Panglima TNI di Istana Negara, ...",21 November 2023,https://www.antaranews.com/berita/3833934/rabu-presiden-lantik-jenderal-agus-subiyanto-sebagai-panglima-tni
Paripurna DPR setujui Agus Subiyanto jadi calon panglima TNI,"Rapat Paripurna ke-9 DPR RI Masa Persidangan II Tahun Sidang 2023-2024 di Jakarta, Selasa, menyetujui Jenderal TNI Agus ...",21 November 2023,https://www.antaranews.com/berita/3833211/paripurna-dpr-setujui-agus-subiyanto-jadi-calon-panglima-tni
DPR gelar rapat paripurna keputusan calon Panglima TNI pada Selasa,DPR RI akan menggelar rapat paripurna pada Selasa (21/11) untuk mengambil keputusan Tingkat II atas pencalonan Kepala ...,20 November 2023,https://www.antaranews.com/berita/3831456/dpr-gelar-rapat-paripurna-keputusan-calon-panglima-tni-pada-selasa
Lemkapi apresiasi kekompakan Kapolri dan calon Panglima TNI,Direktur Eksekutif Lembaga Kajian Strategis Kepolisian Indonesia (Lemkapi) Dr Edi Hasibuan menyampaikan apresiasi atas ...,13 November 2023,https://www.antaranews.com/berita/3821547/lemkapi-apresiasi-kekompakan-kapolri-dan-calon-panglima-tni
Kasad rencanakan integrasi alutsista berbasis NCW untuk pertahanan,Kepala Staf TNI Angkatan Darat (Kasad) Jenderal TNI Agus Subiyanto berencana mengintegrasikan alutsista TNI dalam ...,13 November 2023,https://www.antaranews.com/berita/3820701/kasad-rencanakan-integrasi-alutsista-berbasis-ncw-untuk-pertahanan
Komisi I verifikasi faktual rumah calon panglima TNI Agus Subiyanto,"Komisi I DPR RI melakukan verifikasi faktual ke rumah calon panglima TNI Jenderal TNI Agus Subiyanto di Cipayung, ...",13 November 2023,https://www.antaranews.com/berita/3820611/komisi-i-verifikasi-faktual-rumah-calon-panglima-tni-agus-subiyanto
Komisi I: Calon Panglima TNI akan diparipurnakan pada 21 November 2023,Ketua Komisi I DPR RI Meutya Hafid mengatakan bahwa pengambilan keputusan tingkat II terhadap calon tunggal Panglima ...,13 November 2023,https://www.antaranews.com/berita/3820407/komisi-i-calon-panglima-tni-akan-diparipurnakan-pada-21-november-2023
Komisi I setujui pencalonan Agus Subiyanto sebagai Panglima TNI,Komisi I DPR RI menyetujui pencalonan Kepala Staf TNI Angkatan Darat (Kasad) Jenderal TNI Agus Subiyanto sebagai ...,13 November 2023,https://www.antaranews.com/berita/3820389/komisi-i-setujui-pencalonan-agus-subiyanto-sebagai-panglima-tni
Ketua Komisi I buka RDPU visi misi calon Panglima TNI secara terbuka,Ketua Komisi I DPR RI Meutya Hafid membuka rapat dengar pendapat umum dengan agenda penyampaian visi misi calon tunggal ...,13 November 2023,https://www.antaranews.com/berita/3820239/ketua-komisi-i-buka-rdpu-visi-misi-calon-panglima-tni-secara-terbuka
Komisi I: Uji kelayakan calon Panglima TNI dalami pemilu hingga Papua,Anggota Komisi I DPR RI Bobby Adhityo Rizaldi mengatakan uji kepatutan dan kelayakan (fit and proper test) terhadap ...,10 November 2023,https://www.antaranews.com/berita/3816798/komisi-i-uji-kelayakan-calon-panglima-tni-dalami-pemilu-hingga-papua
Komisi I DPR: Uji kelayakan calon panglima TNI pada 13 November,Ketua Komisi I DPR RI Meutya Hafid mengatakan pihaknya menggelar uji kepatutan dan kelayakan terhadap calon tunggal ...,9 November 2023,https://www.antaranews.com/berita/3814701/komisi-i-dpr-uji-kelayakan-calon-panglima-tni-pada-13-november
DPD: Banyak warga Surabaya daftar PSI dampak Kaesang effect,"Dewan Pimpinan Daerah (DPD) Partai Solidaritas Indonesia (PSI) Kota Surabaya mengklaim banyak warga Kota Pahlawan, ...",29 Oktober 2023,https://www.antaranews.com/berita/3797547/dpd-banyak-warga-surabaya-daftar-psi-dampak-kaesang-effect
Menjaga ketahanan pangan di tengah kekeringan,"Wilayah Kabupaten Bekasi, Jawa Barat, menjadi satu dari sekian daerah di Indonesia yang mengalami kekeringan, ...",28 Oktober 2023,https://www.antaranews.com/berita/3796149/menjaga-ketahanan-pangan-di-tengah-kekeringan
Melawan kekerasan terhadap perempuan jurnalis,"Dalam kehidupan sehari-hari, baik di dunia nyata maupun maya, masyarakat gemar berkomentar atas tubuh dan penampilan ...",29 September 2023,https://www.antaranews.com/berita/3748464/melawan-kekerasan-terhadap-perempuan-jurnalis
Dinsos Gunungkidul verifikasi faktual 1.0261 jiwa dicoret Kemensos RI,"Dinas Sosial Pemberdayaan Perempuan dan Perlindungan Anak Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta, meminta ...",18 September 2023,https://www.antaranews.com/berita/3732237/dinsos-gunungkidul-verifikasi-faktual-10261-jiwa-dicoret-kemensos-ri
PN Cibinong: Hakim kabulkan komedian Komeng berganti nama,"Hakim Pengadilan Negeri (PN) Kelas IA Cibinong, Kabupaten Bogor, Jawa Barat, mengabulkan permohonan komedian Komeng ...",11 Agustus 2023,https://www.antaranews.com/berita/3676908/pn-cibinong-hakim-kabulkan-komedian-komeng-berganti-nama
Pemkot Bogor rumuskan perwali PPDB antisipasti kecurangan,"Pemerintah Kota Bogor, Jawa Barat merumuskan Peraturan Wali Kota (Perwali) sebagai acuan dan berlaku sebagai syarat ...",31 Juli 2023,https://www.antaranews.com/berita/3660276/pemkot-bogor-rumuskan-perwali-ppdb-antisipasti-kecurangan
Bima Arya minta pejabat Disdik benahi sistem PPBD,Wali Kota Bogor Bima Arya meminta pejabat Dinas Pendidikan yang baru dilantik mengevaluasi dan membenahi sistem ...,31 Juli 2023,https://www.antaranews.com/berita/3660240/bima-arya-minta-pejabat-disdik-benahi-sistem-ppbd
ORI temukan dugaan malaadministrasi terkait layanan pertanahan di IKN,Ombudsman RI (ORI) menemukan dugaan malaadministrasi berupa penghentian pemberian layanan pertanahan pada layanan ...,27 Juli 2023,https://www.antaranews.com/berita/3655722/ori-temukan-dugaan-malaadministrasi-terkait-layanan-pertanahan-di-ikn
Bank Tanah dan BPN Kaltim perbarui data lahan pengembangan IKN,Badan Bank Tanah bersama Badan Pertanahan Nasional (BPN) Kalimantan Timur (Kaltim) memperbarui data lahan 4.162 hektare ...,20 Juli 2023,https://www.antaranews.com/berita/3644514/bank-tanah-dan-bpn-kaltim-perbarui-data-lahan-pengembangan-ikn
Pemkot Bogor: Identitas 155 anak  pada PPDB tidak ditemukan di lokasi,"Pemerintah Kota Bogor, Jawa Barat mengungkap ada 155 dari 763 identitas anak di dalam kartu keluarga (KK) hasil tim ...",9 Juli 2023,https://www.antaranews.com/berita/3626856/pemkot-bogor-identitas-155-anak-pada-ppdb-tidak-ditemukan-di-lokasi
Pemkot Bogor bentuk tim khusus bongkar calo PPDB,"Pemerintah Kota Bogor, Jawa Barat membentuk tim khusus membongkar calo penerimaan peserta didik baru (PPDB) yang viral ...",7 Juli 2023,https://www.antaranews.com/berita/3624669/pemkot-bogor-bentuk-tim-khusus-bongkar-calo-ppdb
Wali Kota Bogor minta sistem zonasi dievaluasi,"Wali Kota Bogor, Jawa Barat Bima Arya Sugiarto meminta sistem zonasi penerimaan peserta didik baru (PPDB) di sekolah ...",7 Juli 2023,https://www.antaranews.com/berita/3624510/wali-kota-bogor-minta-sistem-zonasi-dievaluasi
Ombudsman temukan penundaan berlarut huntapkorban bencana di Bogor,Ombudsman RI menemukan dugaan maladministrasi penundaan berlarut dalam penyediaan lahan dan hunian tetap (huntap) bagi ...,7 Juli 2023,https://www.antaranews.com/berita/3624183/ombudsman-temukan-penundaan-berlarut-huntapkorban-bencana-di-bogor
Pemkab Bogor target bangun 2.000 hunian korban bencana dalam setahun,"Pemerintah Kabupaten (Pemkab) Bogor, Jawa Barat menargetkan untuk dapat membangun sebanyak 2.000 unit hunian tetap ...",23 Mei 2023,https://www.antaranews.com/berita/3552387/pemkab-bogor-target-bangun-2000-hunian-korban-bencana-dalam-setahun
Jadilah informan penyelenggara pemilu terkait verifikasi bacaleg,Peran serta semua komponen masyarakat sangat diperlukan pada tahapan verifikasi administrasi dokumen persyaratan bakal ...,17 Mei 2023,https://www.antaranews.com/berita/3542844/jadilah-informan-penyelenggara-pemilu-terkait-verifikasi-bacaleg
Pendaftaran bacaleg Partai Gelora diterima KPU DKI dengan syarat,KPU DKI Jakarta telah menerima pendaftaran 106 bakal calon legislatif (bacaleg) DKI Jakarta dari Partai Gelora dengan ...,14 Mei 2023,https://www.antaranews.com/berita/3538473/pendaftaran-bacaleg-partai-gelora-diterima-kpu-dki-dengan-syarat
Direktur DEEP: Pemilih perempuan rentan terkena politik uang,"Direktur Democracy and Electoral Empowerment Partnership (DEEP) Indonesia Neni Nur Hayati menyampaikan, berdasarkan ...",14 Mei 2023,https://www.antaranews.com/berita/3538068/direktur-deep-pemilih-perempuan-rentan-terkena-politik-uang
Komeng daftar bakal calon DPD ke KPU Jabar,Komisi Pemilihan Umum Provinsi Jawa Barat menerima komedian Alfiansyah Bustami alias Komeng yang mendaftar sebagai ...,13 Mei 2023,https://www.antaranews.com/berita/3537099/komeng-daftar-bakal-calon-dpd-ke-kpu-jabar
KIP/KPU Aceh: Dua bakal calon DPD RI undurkan diri,Komisi Independen Pemilihan (KIP/KPU) Provinsi Aceh menyatakan dua bakal calon anggota Dewan Perwakilan Daerah (DPD) RI ...,12 Mei 2023,https://www.antaranews.com/berita/3535953/kip-kpu-aceh-dua-bakal-calon-dpd-ri-undurkan-diri
Bawaslu tolak gugatan keempat Prima soal verifikasi peserta pemilu,Badan Pengawas Pemilu (Bawaslu) RI menolak gugatan keempat yang diajukan Partai Prima terkait dengan kegagalan partai ...,9 Mei 2023,https://www.antaranews.com/berita/3528594/bawaslu-tolak-gugatan-keempat-prima-soal-verifikasi-peserta-pemilu
Bawaslu selesaikan 81 sengketa dalam penyerahan dukungan DPD,Badan Pengawas Pemilu (Bawaslu) RI menyatakan telah berhasil menyelesaikan sebanyak 81 sengketa pemilu dalam tahapan ...,9 Mei 2023,https://www.antaranews.com/berita/3528504/bawaslu-selesaikan-81-sengketa-dalam-penyerahan-dukungan-dpd
DPRD Bali bahas keterlibatan bandesa adat pada Pemilu 2024,Komisi I dan Komisi IV DPRD Bali membahas dan mencari masukan mengenai wacana keterlibatan bandesa (pimpinan) desa ...,2 Mei 2023,https://www.antaranews.com/berita/3517308/dprd-bali-bahas-keterlibatan-bandesa-adat-pada-pemilu-2024
KLHK verifikasi ke Samarinda untuk nominasi Kalpataru,Tim verifikator lapangan dari Kementerian Lingkungan Hidup dan Kehutanan (KLHK) melakukan verifikasi lapangan terhadap ...,2 Mei 2023,https://www.antaranews.com/berita/3516819/klhk-verifikasi-ke-samarinda-untuk-nominasi-kalpataru
KPU Sulsel umumkan 18 Bakal Calon DPD mengikuti Pemilu 2024,Komisi Pemilihan Umum (KPU) Provinsi Sulawesi Selatan mengumumkan sebanyak 18 orang Bakal Calon anggota Dewan ...,2 Mei 2023,https://www.antaranews.com/berita/3516081/kpu-sulsel-umumkan-18-bakal-calon-dpd-mengikuti-pemilu-2024
Jawa Barat provinsi terbanyak bakal calon anggota DPD RI,Anggota Komisi Pemilihan Umum RI Idham Holik menyampaikan Jawa Barat menjadi provinsi dengan bakal calon anggota DPD RI ...,30 April 2023,https://www.antaranews.com/berita/3513555/jawa-barat-provinsi-terbanyak-bakal-calon-anggota-dpd-ri
KPU surati parpol minta rencana pendaftaran bakal caleg Pemilu 2024,Ketua Komisi Pemilihan Umum RI Hasyim Asyari menyatakan pihaknya telah menyurati para partai politik (parpol) peserta ...,30 April 2023,https://www.antaranews.com/berita/3513372/kpu-surati-parpol-minta-rencana-pendaftaran-bakal-caleg-pemilu-2024
KPU RI beri pendampingan parpol tata cara penggunaan Silon,Komisi Pemilihan Umum (KPU) RI memberikan pendampingan kepada partai politik peserta Pemilu 2024 untuk memastikan ...,30 April 2023,https://www.antaranews.com/berita/3513345/kpu-ri-beri-pendampingan-parpol-tata-cara-penggunaan-silon
Masa pencalonan anggota legislatif Pemilu 2024 enam bulan tiga hari,Anggota Komisi Pemilihan Umum RI Idham Holik menyampaikan masa pencalonan anggota legislatif Pemilu 2024 akan ...,30 April 2023,https://www.antaranews.com/berita/3513279/masa-pencalonan-anggota-legislatif-pemilu-2024-enam-bulan-tiga-hari
KPU ingatkan pendaftaran bacaleg disertai SK pengurus pusat parpol,Ketua Komisi Pemilihan Umum RI Hasyim Asy'ari mengingatkan proses pendaftaran bakal calon anggota legislatif DPR ...,30 April 2023,https://www.antaranews.com/berita/3513204/kpu-ingatkan-pendaftaran-bacaleg-disertai-sk-pengurus-pusat-parpol
KPU RI terima pendaftaran bacaleg Pemilu 2024 pada 1-14 Mei,"Komisi Pemilihan Umum (KPU) RI mengumumkan penerimaan pendaftaran bakal calon legislatif DPR, DPD, DPRD Provinsi, dan ...",30 April 2023,https://www.antaranews.com/berita/3513165/kpu-ri-terima-pendaftaran-bacaleg-pemilu-2024-pada-1-14-mei
KPU nyatakan Prima tak penuhi syarat untuk ikuti verfak perbaikan,"Komisi Pemilihan Umum (KPU) RI menyatakan Partai Prima tidak memenuhi syarat, dalam hal ini syarat keanggotaan, untuk ...",19 April 2023,https://www.antaranews.com/berita/3496803/kpu-nyatakan-prima-tak-penuhi-syarat-untuk-ikuti-verfak-perbaikan
Ketua KPU RI sebut bekerja sesuai aturan jalani verfak Partai Prima,Ketua Komisi Pemilihan Umum (KPU) RI Hasyim Asy'ari mengatakan pihaknya telah bekerja sesuai dengan aturan yang ...,18 April 2023,https://www.antaranews.com/berita/3495675/ketua-kpu-ri-sebut-bekerja-sesuai-aturan-jalani-verfak-partai-prima
Ratusan data pendukung Partai Prima di Rejang Lebong dinyatakan TMS,"Komisi Pemilihan Umum Kabupaten Rejang Lebong, Bengkulu, menyatakan ratusan data pendukung Partai Rakyat Adil ...",11 April 2023,https://www.antaranews.com/berita/3482703/ratusan-data-pendukung-partai-prima-di-rejang-lebong-dinyatakan-tms
18 bacalon DPD dari Bali dinyatakan lolos dukungan minimal,Komisi Pemilihan Umum (KPU) Provinsi Bali menyatakan ada 18 bakal calon DPD Pemilu 2024 dari Pulau Dewata yang sudah ...,11 April 2023,https://www.antaranews.com/berita/3482328/18-bacalon-dpd-dari-bali-dinyatakan-lolos-dukungan-minimal
"DPS Pemilu 2024 di NTB lebih dari 3,9 juta pemilih","Daftar pemilih sementara untuk Pemilihan Umum 2024 di Provinsi Nusa Tenggara Barat tercatat lebih dari 3,9 juta ...",9 April 2023,https://www.antaranews.com/berita/3479679/dps-pemilu-2024-di-ntb-lebih-dari-39-juta-pemilih
Bupati Banyumas laksanakan rekomendasi KASN terkait netralitas ASN,"Bupati Banyumas Achmad Husein menyatakan Pemerintah Kabupaten Banyumas, Jawa Tengah, akan melaksanakan rekomendasi ...",7 April 2023,https://www.antaranews.com/berita/3476919/bupati-banyumas-laksanakan-rekomendasi-kasn-terkait-netralitas-asn
KPU RI nyatakan verifikasi administrasi perbaikan Prima penuhi syarat,Komisi Pemilihan Umum Republik Indonesia menyatakan verifikasi administrasi perbaikan terhadap Partai Prima sebagai ...,1 April 2023,https://www.antaranews.com/berita/3467349/kpu-ri-nyatakan-verifikasi-administrasi-perbaikan-prima-penuhi-syarat
Bawaslu imbau Bacaleg tidak berkampanye di Bulan Ramadhan,Badan Pengawas Pemilu (Bawaslu) Makassar mengimbau kepada seluruh bakal calon legislatif (Bacaleg) agar tidak ...,29 Maret 2023,https://www.antaranews.com/berita/3463284/bawaslu-imbau-bacaleg-tidak-berkampanye-di-bulan-ramadhan
Tujuh calon anggota DPD di Sulsel TMS karena tidak cukupi sebaran KTP,Komisi Pemilihan Umum (KPU) Sulawesi Selatan yang telah merampungkan verifikasi faktual terhadap 24 calon anggota Dewan ...,29 Maret 2023,https://www.antaranews.com/berita/3463185/tujuh-calon-anggota-dpd-di-sulsel-tms-karena-tidak-cukupi-sebaran-ktp
KPU Garut verifikasi dukungan 10 bakal calon DPD RI,"Komisi Pemilihan Umum (KPU) Kabupaten Garut, Jawa Barat melakukan verifikasi kedua untuk mengecek kelengkapan dukungan ...",29 Maret 2023,https://www.antaranews.com/berita/3462693/kpu-garut-verifikasi-dukungan-10-bakal-calon-dpd-ri
KPU hadapi 48 perkara selama tahapan pendaftaran parpol Pemilu 2024,"Komisi Pemilihan Umum (KPU) RI menghadapi sebanyak 48 perkara dari partai politik (parpol) selama tahapan pendaftaran, ...",24 Maret 2023,https://www.antaranews.com/berita/3455355/kpu-hadapi-48-perkara-selama-tahapan-pendaftaran-parpol-pemilu-2024
KPU RI tetapkan hasil verfak usai putusan Bawaslu minggu ketiga April,Komisi Pemilihan Umum (KPU) RI menargetkan menetapkan hasil verifikasi faktual (verfak) partai politik calon peserta ...,24 Maret 2023,https://www.antaranews.com/berita/3455097/kpu-ri-tetapkan-hasil-verfak-usai-putusan-bawaslu-minggu-ketiga-april
KPU RI gelar rapat teknis dengan Partai Prima soal putusan Bawaslu,"Komisi Pemilihan Umum (KPU) RI menggelar rapat teknis dengan Partai Prima di Kantor KPU RI Jakarta, Jumat, ...",24 Maret 2023,https://www.antaranews.com/berita/3455052/kpu-ri-gelar-rapat-teknis-dengan-partai-prima-soal-putusan-bawaslu
"Kemarin, Mendagri terkait PBJ hingga peluang PDI Perjuangan gabung KIB","Berita politik yang terjadi pada Rabu (22/3) namun masih menarik disimak, mulai dari pandangan Menteri Dalam Negeri ...",23 Maret 2023,https://www.antaranews.com/berita/3453639/kemarin-mendagri-terkait-pbj-hingga-peluang-pdi-perjuangan-gabung-kib
